lat,lon
-6.853,108.226
7.54,-5.547
-6.315,143.956
9.082,8.675
14.497,-14.452
9.308,2.316
12.95,75.38
7.53333,99.7833
12.91,74.86
13.93,75.57
22.6872,90.3613
22.6912,90.2057
13.07,77.8
12.52,76.9
16.83,75.71
12.7,75.6
22.9178,89.916
23.2155,90.1682
23.6079,89.841
23.421,89.8949
23.7153,89.6628
23.5441,89.6287
23.35,90.3333
23.148912,120.473396
17.33,76.83
25.0229,90.0187
24.875,90.7333
24.1164,91.0778
25.1218,90.3407
24.7418,90.4093
24.8567,90.0373
12.55,77.42
16.55,74.71
27.069,102.706
13.14,75.65
24.9672,102.63
22.9395,121.135
24.8278,89.3528
24.9667,88.9
25.1,89.0333
23.65,88.6
23.6417,88.8583
25.0167,89.3167
23.9,89.1333
23.4883,89.42
23.1667,89.5
23.5417,89.1833
24.0163,97.8475
24.3865,120.771
23.8795,90.9628
23.5464,91.1215
23.3564,90.8865
22.9512,90.8675
22.8246,91.1017
23.8159,90.54
24.0005,120.596
25.247,121.552
23.8673,90.2722
23.4743,90.3207
24.63,120.93
30.05,119.12
22.1,106.75
28.23,112.94
23.71,106.96
24.81,111.28
25.27,111.34
23.98,90.28
31.82,117.23
29.81,106.41
30.59,114.31
26.42,101.76
26.34,115.35
25.09,104.89
32.2,119.41
23.75,102.89
24.88,102.83
30.05,119.13
30.05,119.11
30.05,119.97
30.05,119.96
30.05,119.98
30.05,119.1
30.05,119.99
23.713,106.96
30.049,119.11
25.274,111.344
25.092,104.895
30.593,114.305
31.821,117.227
24.88,102.834
24.814,111.277
26.335,115.348
28.228,112.939
26.421,101.762
29.806,106.414
32.195,119.412
23.747,102.893
30.049,119.117
30.049,119.112
30.049,119.107
30.049,119.99
30.049,119.127
30.049,119.104
30.049,119.133
30.049,119.12
30.049,119.102
30.049,119.96
30.049,119.125
30.049,119.101
30.049,119.13
30.049,119.106
30.049,119.122
30.049,119.114
30.049,119.109
30.049,119.98
30.049,119.124
30.049,119.119
30.049,119.132
30.049,119.118
30.049,119.121
30.049,119.103
30.049,119.134
30.049,119.126
30.049,119.116
30.049,119.105
30.049,119.111
30.049,119.108
30.049,119.113
30.049,119.129
30.049,119.97
30.049,119.1
30.049,119.128
30.049,119.123
30.049,119.131
30.049,119.115
24.0231,90.7723
17.91,77.5
22.7185,89.0705
22.9705,89.4506
23.0391,88.8983
24.7895,112.373
24.3697,89.245
24.5817,90.3949
15.34,75.13
24.467,91.7149
24.3414,91.7977
24.4224,91.4435
24.8674,91.8697
24.9936,91.2891
25.1338,92.1217
24.4671,91.715
25.9417,88.8467
25.9202,89.0753
25.8748,89.4553
25.8282,89.6816
25.2794,89.3535
25.7668,89.2338
25.6636,89.0491
13.01,76.09
14.8,75.4
15.45,75.07
16.21,77.34
25.1945,121.561
24.3721,88.5856
24.3187,89.5616
24.3721,88.5857
24.7566,88.7494
24.4544,88.6138
24.6826,88.1571
24.5901,88.2709
22.418,120.7
22.4174,120.671
26.517,88.4307
26.2474,88.6145
26.3889,88.6144
25.6669,88.4889
25.6112,88.6534
26.0274,88.4646
22.6528,92.1842
22.2468,92.2433
23.1557,91.9686
22.3601,91.8315
22.6528,92.1843
21.98,100.83
23.5,98.85
20.04,110.2
24.01,97.85
23.16,113.35
20.044,110.198
21.983,100.833
23.495,98.849
23.158,113.351
24.013,97.852
13.74,76.9
23.2886,85.4092
23.17,85.24
15.35,76.16
13.13,78.13
38.03,114.26
38.27,114.69
24.6784,90.0988
24.999,89.7755
24.07,89.1134
23.8585,89.9253
31.43,120
31.435,120.004
22.065,100.813
-6.8157,37.6998
25.05,102.45
23.62,104.4
14.02,100.73
23.617,104.4
14.017,100.733
18.7869,98.9884
24.5129,117.647
5.8722,100.45
4.6157,101.074
22.817,108.367
20.8665,-156.305
19.6915,-155.123
18.73,98.92
23.13,113.28
26.58,118.09
19.5,109.48
20.04,110.33
23.64,113.23
31.29,121.49
31.23,121.47
26.11,119.29
18.733,98.917
26.581,118.095
19.5,109.483
-17.809,36.957
-16.943,36.944
-16.842,36.981
0.829,24.274
0.807,24.284
2.044,22.857
1.27,23.731
23.22,113.17
19.15,110.28
31.48,76.14
23.133,113.275
26.39,119.31
24.452,98.594
25.05,104.53
31.234,121.468
26.05,119.13
26.0745,119.296
31.18,121.08
31.08,121.15
31.22,121.19
31.01,121.13
21.2951,-157.833
21.3055,-157.838
26.6475,106.63
12.7821,-16.3402
12.5623,-16.2722
12.5691,-16.1735
19.08,72.88
22.05,110.36
15.02,104.25
19.23,109.45
25.7,84.97
30.92,77.12
25.8,102.6
24.5,108.7
22.1,106.76
22.07,100.81
22.055,110.356
19.076,72.878
25.705,84.975
15.017,104.25
-18.047,35.202
22.47,108.22
5.66389,-0.1875
7.38778,3.89639
22.05,106.45
5.66,-0.19
7.39,3.9
32.06,76.32
22.097,106.764
15.01,104.15
19.227,109.451
22.548,103.944
31.3833,73.0167
21.57,100.46
6.849,0.747
2.0333,103.317
6.974,-10.193
-1.80889,36.0597
29.58,106.55
-1.81,36.06
18.23,102.4
19.54,110.8
20.03,110.33
23.13,113.23
7.671,-8.372
-7.3498,110.507
18.31,109.41
18.75,108.88
23.05,112.47
19.543,110.798
23.047,112.465
18.75,108.883
18.311,109.414
15.8335,32.54
15.83,32.54
26.58,106.7
24.45,118.1
26.58,101.72
22.58,103.33
26.13,119.05
24.37,102.53
24.87,117.58
22.82,108.37
18.47,100.62
22.12,106.73
-0.83111,31.9181
-0.83,31.92
7.26667,80.2333
-14.816,36.535
5.628,-4.087
24.29,116.12
21.98,96.05
24.289,116.122
21.983,96.05
-1.40778,38.0431
-1.41,38.04
24.0666,120.55
24.0166,120.683
23.9,120.6
24.75,121.7
9.75083,3.83301
9.75,3.83
-6.833,37.65
7.9031,80.6708
6.1097,80.9028
19.6124,-155.5031
7.3,80.18
7.473,80.3547
7.18,80.43
11.3432,76.8484
13.37,77.7059
12.467,75.967
12.3702,75.8309
13.1365,75.6403
10.2327,77.6427
33.36,73.04
18.55,98.55
33.5984,73.0441
6.898,79.9223
7.2667,80.6
18.8488,99.0445
7.2831,80.5911
7.13,100.37
29.03,79.31
29.021,79.4897
21.3069,-157.8583
30.55,77.07
30.9045,77.0967
22.8653,120.7243
21.3972,-157.9733
21.3996,-157.7974
21.5126,55.9233
5.4151,117.1897
29.9695,76.8783
22.34,88.22
21.31014,-157.79997
19.4194,-155.2885
5.660034,-0.186503
6.3833,2.1833
9.7,1.6666
6.9666,2.6833
9.25,1.55
6.7333,2.1333
6.9166,2.1666
9.0166,1.6666
9.1666,2.1666
9.35,2.6166
7.4833,2.4333
6.45,2.35
7.0833,2.1
8.0333,2.4833
10.9333,1.1166
7.34167,13.5806
6.08389,10.1236
-4.18583,13.2875
-4.19445,12.6717
-4.1025,13.0494
-17.4967,24.2855
-15.8592,27.7619
-16.0994,23.2975
0.5,25.2
-6.83333,37.65
-6.81667,37.6667
-6.88333,37.6167
-4.325,39.5236
6.32639,2.08889
-4.14389,29.5353
-16.9431,36.9444
-16.8425,36.9814
-16.8408,36.9831
-16.0386,37.1769
-17.8094,36.9572
0.433333,32.5333
-3,29.5
0.817778,24.28
0.828611,24.2742
0.806944,24.2844
-18.0472,35.2022
2.04417,22.8567
2.04028,22.7878
2.04417,22.8572
1.27,23.7306
0.680556,24.2347
-2.9175,29.5161
7.05,38.4667
6.00806,37.5547
6.11472,37.6122
6.13472,37.6475
6.86389,37.7636
-19.0019,32.7378
-19.0572,33.2853
-18.9128,47.4167
-19.9761,33.3953
14.5856,-17.0258
-18.15,49.4
-15.6356,37.6883
-16.6833,36.6667
9.95,35.6833
6.3,37.7667
6.75,38.4167
6.03333,37.55
9.21667,36.7
10.0667,34.5333
6.70361,37.775
6.70194,37.7742
6.36667,38.3075
9.53333,41.4
6.16667,0.55
2.91667,20.95
6.97222,2.27222
13.15,33.85
14.8903,33.3289
12.7161,34.1147
-17.8167,25.15
14.7253,-17.5028
6.175,1.21111
-19.1333,33.4833
6.84861,0.746944
6.87333,0.651945
6.94528,0.636944
12.8994,-14.9442
9.65417,2.675
10.6694,1.3
9.55833,2.64167
5.72222,-0.241667
-5.98333,35.3167
-6.23917,39.3292
-5.95,39.3
-6.13333,36.1
-6.05,39.225
-6.45,37.5333
-7.28333,36.35
-7.23333,37.2167
-6.15,36.8833
-8.78333,33.7167
-9.56667,33.8333
-3.83333,32.6
-5.41667,35.7333
-6.76667,38.9167
-7.73333,38.9
-3.58639,30.7203
-4.87695,29.6267
-5.06667,39.1
-5.88333,35.2333
-6.36667,38.5833
-9.74167,35.1417
-8.68333,36.7167
-6,39.25
-6.41667,39.55
-5.25,38.7167
-5.75,34.8333
-6.91667,37.4167
-7.4,36.9833
-6.75,37.35
-5.36667,39.65
-5.13333,38.8667
-6.75833,39.0375
-5.15,38.4833
-6.08333,37.5833
-6.11667,33.125
-10.2667,40.1833
-5.16667,38.7833
-5.8,39.35
-4.88333,29.6417
-6.08333,35.6167
-2,34.4
-6.05,39.3
-5.15,38.9
-3.06667,31.2167
-4.21667,33.1833
-5.18333,39.8139
-3.71667,32.4667
-4.33333,34.2833
-4.78333,34.75
-8.78333,39.4
-10.6833,35.65
-5.01667,32.8
-6.11667,37.1167
-4.91667,29.6833
-5.98333,39.3333
-6.08333,39.3333
-5.22167,39.8247
-8.85,34.6333
-6.13889,37.3333
-14.8164,36.5353
7.07083,0.6375
0.516667,25.1833
7.58028,0.6675
7.02111,0.661389
7.01639,0.679444
7.00583,0.646945
7.51333,0.61
6.97361,-10.1933
-14.8167,36.6167
-18.9511,33.2686
7.71861,-8.3575
7.64194,-8.33694
7.67111,-8.3725
-12.9917,40.3861
-13.0953,40.4411
-13.3561,38.9383
-13.1458,38.9928
-12.9942,39.327
-13.3839,39.7858
-13.9339,39.9236
5.34111,-4.02806
-10.7278,38.8056
6.95,0.566667
-12.8167,28.2
-5.45,13.0833
6.63195,1.71389
14.9933,-17.0097
1.56667,30.25
1.43917,29.8439
1.99778,28.5006
-14.7833,24.8
-1.165,15.97
14.8,-15.7667
-5.11667,15.0833
-4.485,15.3583
-0.5,34.1833
4.54028,9.42139
4.35695,9.43278
-0.0236,37.9062
8.9,2.56667
9.3,2.26667
9.43306,2.64972
6.71667,2.15
15.6594,0.501667
6.21667,1.18167
6.16889,1.21778
-6.6175,39.145
13.5669,33.5672
7.51667,5.75
-0.6152,34.092
4.06667,11.8667
5.514467,10.650333
4.040167,11.6464
3.61667,11.4167
-1.16667,34.45
9.01667,1.66667
0.066667,32.4667
0.706945,32.5431
0.401111,32.4689
5.62778,-4.08667
9.96417,2.72611
-0.6118,34.0982
8.7,2.08333
9.86083,2.71806
-4.46667,15.35
14.755,-17.1286
0.95,32.4667
1.68333,31.5333
-1.01667,37.0667
10.8033,1.44167
13.6167,-15.8667
0.344445,29.6806
14.7777,-17.1242
8.25,34.5947
5.590567,10.237583
3.593611,11.611111
3.85,11.6167
4.083333,11.883333
3.471167,11.485833
6.41945,2.33055
6.4188,2.3272
-6.24583,37.5544
6.73333,2.13333
9.66667,1.7
-3.21667,40.1167
-0.561667,37.6469
-0.49,37.5919
-0.628611,37.5008
-0.364444,37.5303
-1.75,36.0333
6.68333,-1.61667
13.6217,-15.8669
-7.08444,37.5794
-6.77806,37.9228
-4.21667,39.4167
-4.23333,39.5833
3.9957,9.833317
-3.93333,39.75
-4.46667,39.4833
-3.38333,38.5667
-4.08333,39.65
-4.16667,39.5667
-4.33333,39.5
-4.1652,39.5762
-5.38333,38.05
-2.16667,37.6
7.20861,79.8358
7.28333,80.5833
-7.3,110
3.35,101.7833
9.1097,99.5006
4.7736,100.942
6.1298,102.2441
5.7953,101.9156
4.4721,101.3801
